text,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,sentiment
"Om birla is a "" bigot ""....a secreatrian .",1.0,2.0,1.0,1.0,4.0,Negative
"Irrelevant narratives whylord  siva kept snake around his neck,why is he holding trishool",3.0,2.0,2.0,3.0,2.0,Negative
"Ruling party must talk about single word Manipur, talk about Neet exam leak across India. the amount of effort, mental toughness and time spent to prepare for Neet exam by our youngsters must be respected. Not easy at the age of 18 to sacrifice and study for exam.",3.0,5.0,3.0,4.0,2.0,Negative
"If you shout loud,shout with anger it doesn't mean that your argument wins",3.0,4.0,3.0,5.0,2.0,Negative
Love u rahul gandhi . people  don't understand u n they don't wanna understand  because they hate truth,3.0,2.0,3.0,2.0,4.0,Negative
It is so shameful to see such things in Lok sabha fighting on religion in a secular Country.,2.0,5.0,3.0,4.0,2.0,Negative
just reading the comments of hindus is so painful that they are supporting a stupid hypocrite and ignore the importance of their culture and religion......People like rahul gandhi and mamta banerjee are cancer for this country ....wake up people of India,2.0,2.0,4.0,1.0,4.0,Negative
Rahul isn't that educated but he's going slightly in the right direction,3.0,2.0,2.0,3.0,2.0,Negative
His real hatred for HINDU came out in his speech.,2.0,2.0,4.0,2.0,4.0,Negative
Please disable the comments. I want to comment very badly on these PB's,2.0,3.0,4.0,2.0,4.0,Negative
"Shame on u, rahul gandhi u deserve to be in italy rather here, its hindustan damid",1.0,1.0,3.0,1.0,4.0,Negative
"I think if most of ruling mp understand English 
Then why did they started getting angry only when rahul speak hindi",3.0,3.0,4.0,3.0,2.0,Negative
"Mr.Rahul Gandhi do not sell your soul to muslims ,your waking the sleeping TIGER .You will accept the TRUTH that you are a coward to put THE HINDUS DOWN.CONGRESS IS DEAD I think you are disoriented.",2.0,1.0,4.0,1.0,5.0,Negative
What a useless speech by Rahul. Not fit to be in the parliament,2.0,2.0,3.0,1.0,4.0,Negative
Rahul Gandhi talk about development as a leader of opposition why wasting time on useless arguments.. this is not a work of LOP,3.0,4.0,2.0,3.0,2.0,Negative
He is becoming mad half italian,2.0,3.0,3.0,2.0,4.0,Negative
Modi is not Rama . He is Ravana who was vegetarian and a worshiper of shiva but Ravana was evil and was killed by God.  These andha bhakhs are mistaken rama for ravana....due to kali yuga influence.,2.0,4.0,3.0,2.0,3.0,Negative
What nonsense is this  guy in T shirt  talking...,2.0,3.0,3.0,2.0,4.0,Negative
"Rahul Gandhi has exposed BJP and Modi. For the first time, Modi is facing a real opposition.",3.0,4.0,3.0,3.0,2.0,Negative
"Psychologically, images shown by Rahul sir were vanished, instead Om Birla's face.",2.0,3.0,3.0,4.0,2.0,Negative
Suck such kind bullet opposition leader shame all you who is openly degrading hindu,2.0,2.0,3.0,1.0,3.0,Negative
"pappu is not going to define Hinduism, its worth remembering his overseas anti-Hindu lectures ..... begging for funds... junkeys loose their brain and thinking power.....",2.0,2.0,3.0,2.0,4.0,Negative
Rahul is a joker. We know the image but u have to follow the rules of parliament.,2.0,4.0,3.0,3.0,2.0,Negative
Modi is facing real opposition for the first time,2.0,4.0,3.0,3.0,2.0,Negative
The Hindu voters who voted for this cross breed should feel ashamed,2.0,3.0,3.0,2.0,4.0,Negative
Modi is illegitimate as he is not biologically produced by his parents,1.0,1.0,1.0,1.0,5.0,Negative
The speaker is trying to create unnecessary hype by saying unwanted things. The speaker is not listening to the opponent gently,2.0,2.0,3.0,2.0,4.0,Negative
Misleading godi media title,3.0,3.0,3.0,3.0,4.0,Negative
ragulji today useless speech ... wasted the time of parliment...he insulted all hindhus...anyhow he cannot even become Lop next 10 years after this term...,2.0,2.0,4.0,1.0,4.0,Negative
"Atleast BJP is not hindu haters like Congress. Who only hindu as vote and do everything for the favour for waqf board. Shame on Congress for consistently favouring Muslims over Hindus, or at least not treating us equally. At least they have no intention of altering their behaviour.",2.0,3.0,3.0,2.0,4.0,Negative
They all are just wasting time by performing heroic speeches..how his statements helping in countries betterment.. he should ask about different ongoing issues in our country but he is still doing all this for publicity..,2.0,2.0,3.0,2.0,3.0,Negative
All people are equal.... Don't believe these religious terrorists...They are tearing this country apart,3.0,4.0,3.0,2.0,4.0,Negative
He is a such a jocker.,2.0,3.0,4.0,3.0,2.0,Negative
Modiji is having headache.,3.0,2.0,2.0,4.0,4.0,Negative
"Dear hindus don't get fool by this idiot pappu speech. The whole congress and whole gandhi family the don't believe in God RAM....SHIVA,KALI,DURGA, etc etc....hindu be ready to kick congress out of country",2.0,2.0,4.0,1.0,3.0,Negative
Wow.... now this is what I call a democracy. The government is afraid of opponents and vice versa. Power balance.,3.0,2.0,4.0,2.0,3.0,Negative
"he tied that thread and showing to cameras so that tomorrow it can come on  his PR papers. and from now on he will fool hindus with hindusim. in the back he has taken commissions to spread Islam, give lands to china etc etc.. and lot of corrupted orders are pending . so he just changed his stand.",2.0,2.0,2.0,1.0,4.0,Negative
"Every time and once again, I got to know why Modi is powerful leader after hearing stupidity of Rahul...He has many things to questions as a opposition leader and he is talking rubbish....He could question NEET, 4000cr losses of Delhi airport, instead he is bringing same stupidity of Religion.",2.0,3.0,4.0,2.0,3.0,Negative
This my friends was something we missed for 10 years,3.0,2.0,4.0,4.0,2.0,Negative
Rahul gandhi head is lost pm sit our future,3.0,2.0,3.0,2.0,3.0,Negative
I am angry of rahul gandhi is insult hindu but rahul has mistake many,3.0,3.0,3.0,2.0,4.0,Negative
Now it will be difficult to control Pappu... He will just make the house a fish market...,2.0,2.0,4.0,2.0,3.0,Negative
"This is the result of trying to make yogi powerless in UP.
If they listened to yogi now congress not with this confidence",3.0,3.0,4.0,2.0,4.0,Negative
Rahul Ghandy proves time and again that he doesn't care for the laws and rules of this country. He has the arrogance and will do whatever he wants to do and the courts are helpless before him.,2.0,2.0,3.0,1.0,3.0,Negative
The biggest  clown from the Congress party.,2.0,2.0,5.0,2.0,3.0,Negative
"Can he use the same words to other persons who belongs to other communities. He can't because it's easy to divide Hindus but not other communities, politicians should stop religion politics and they should focus on real problems.",3.0,3.0,4.0,4.0,3.0,Negative
Belt treatment for BJP THEY looked shell shocked,3.0,2.0,3.0,2.0,4.0,Negative
As big a democratic country India need this type of leader.rahul is the real leader.but it is matter of sorrow India don't understand him,3.0,4.0,3.0,4.0,4.0,Negative
Hindu itself doesn't care about his religion then why wasting time,3.0,2.0,3.0,2.0,3.0,Negative
A suitable opposition to BJP. Mr. Rahul go ahead with.Your speech till Modi and Amithsha bend thier head with shame. The both are worthless to India.,3.0,2.0,4.0,2.0,4.0,Negative
"Poor PM, Anything and everything against him been aligned with hindu samaj. If anything and everything poor hindus or non-hindus suffers will not be considered by 3.0 

No recourse for this soul except being cried hindu hindu katren me",2.0,2.0,4.0,2.0,5.0,Negative
Modi is facing his harsh days,3.0,4.0,2.0,3.0,4.0,Negative
Rahul Khanhas gone mad . No knowledge about Hinduism. So just keep quiet.,2.0,2.0,2.0,1.0,4.0,Negative
Many will disagree with rahul ji but whatever he said is true.,3.0,3.0,3.0,4.0,2.0,Negative
These so called congi showed fake abhaymudhra and spoiled India from very long time.,2.0,2.0,3.0,2.0,4.0,Negative
"As far as the public information available to us, Rahul Gandhi is from Parsi religion. He is a fraud who is not even true to his own religion.",2.0,2.0,3.0,1.0,4.0,Negative
Calling snake a death symbol is incorrect. This guy's knows nothing about Shiva. Please report this video,3.0,5.0,2.0,2.0,1.0,Negative
Raga knows well in parliament images are not allowed but he is showing very cleverly to prove him wrong who is in the chair,3.0,4.0,3.0,3.0,2.0,Negative
Pappu ...should apologise to hindus in Hindustan,2.0,4.0,3.0,2.0,4.0,Negative
"This seems to be a gathering of goons, who know no bound of decency. Led by the leader with very low IQ is trying to give interpretation of image of Hindu  God - what a joke.",2.0,2.0,4.0,1.0,4.0,Negative
BJP should apologise to Hindus for cheating them,2.0,3.0,4.0,2.0,3.0,Negative
I feel its not real opposition and gandhi family first time trying to explain about Hinduism and hindu gods. Where these were gandhi family when many temples were demolished or humilitaed. Fake gandhi family trying to make public fools,2.0,2.0,2.0,1.0,4.0,Negative
"Still can't believe honest taxpayers money is used for running this drama house. Bro spoke for almost 16 min discussing how you can find the congress symbol everywhere. Politics is a joke, guys. A simple honest man is fed up of both congress and Bjp.",2.0,4.0,3.0,3.0,2.0,Negative
Ye 5 saal kaam nahi hoga. Yese hi comedy session hoga parlament mein. A waste opposition.,2.0,3.0,4.0,2.0,4.0,Negative
"The only minus point is that the English, mass  can't understand English",2.0,3.0,2.0,4.0,4.0,Negative
Useless group of idiots who become Insane after results and leader is puppet of radicals,1.0,2.0,2.0,1.0,4.0,Negative
Need guts to give such speech.,3.0,3.0,4.0,2.0,2.0,Negative
Bad and mad opposition....inko pm hona hai...shameless pappu,2.0,2.0,3.0,2.0,4.0,Negative
Pappu misinterpreting the entire iconography of Lord Shiva . Congress should be ashamed of itself,2.0,3.0,3.0,2.0,3.0,Negative
"I have a doubt, is PM Modi even understanding what Rahul Gandhi is saying in English",3.0,2.0,3.0,2.0,3.0,Negative
This man is useless good for all those who voted for congress,2.0,2.0,2.0,1.0,3.0,Negative
'The symbol of the Congress..' BJP was frighten when Rahul says this.,2.0,3.0,3.0,2.0,4.0,Negative
Salute to rahul ji for standing alone and raising the common people issues,3.0,4.0,4.0,5.0,2.0,Negative
Rahul gandhi is a biggest anti Hindu he has continuesly jokes on Hindu god's and  also defaming our cultures,2.0,2.0,3.0,1.0,4.0,Negative
BEEF KHANE WALA SHIVA KA PHOTO HATH MEIN LEKE GHUM RAHA. bhagwan tumhe sadbudhi de .u have proved that u r not HINDU.,2.0,1.0,3.0,2.0,4.0,Negative
"Rahul Gandhi . You are giving Modi a hard time.. Keep your speeches in Hindi, so Modi can understand. Poor Chai Wala is sitting there like a Dodo bird.",2.0,3.0,4.0,2.0,3.0,Negative
Modi is not hindu because all over of India unemployed every village boy hate modi.Modi is became pm because adani and Mukesh more income.modi  want sc community all  people income less . Jago mor bhartvasi,2.0,2.0,4.0,1.0,4.0,Negative
"What a waste of time. Instead of talking on real problems, just pass the time is the strategy.",2.0,2.0,2.0,3.0,4.0,Negative
Why rahul target hindu he has problem with hindu,2.0,2.0,2.0,2.0,4.0,Negative
Drama bugger Rahul waste of our tax payer money,2.0,2.0,3.0,2.0,4.0,Negative
"What a shame on parliament and all ministers they are making fools of themselves,stupid arguments and behaviour,instead of discussion of development the bjp is only about religion,and to destroy our country",3.0,2.0,3.0,2.0,4.0,Negative
"There is no ounce of violence when 
1. Soldiers enterend golden temple 
2. When state of andhra pradesh ripped apart 
3. On nadigram protesters 
4. When people are beaten in karnataka when you illegally increased 3 rs on petrol 

If you point 1 finger at person 3 other fingers point towards you",2.0,2.0,3.0,2.0,4.0,Negative
Rahul Gandhi is talking against Muslims indirectly.,3.0,2.0,3.0,2.0,3.0,Negative
"This italian brat is going too far has to shown his place, modji stop being liberal with,",2.0,3.0,4.0,2.0,3.0,Negative
Rahul Gandhi is the Prime Minister our poor country deserves.,2.0,3.0,2.0,5.0,2.0,Negative
Stupid Italian is trying to divide indians,2.0,2.0,3.0,1.0,4.0,Negative
We badly needed an opportunity and opposition but not the stupid one.,3.0,4.0,2.0,3.0,2.0,Negative
May god protect Mr rahul gandhi. From BJP. the only person who dare to speak truth abt bjp.,3.0,2.0,3.0,4.0,2.0,Negative
"Modi didn't react,  because he  didn't understand anything  spoken by rahul gandhi.",2.0,2.0,3.0,2.0,3.0,Negative
"Raga you are kid . Your own senior Congress leaders destroyed congress party and nation. Example chidambaram, Kapil sibal, Manishankar iyar, Digvijay Singh to name few.",2.0,2.0,2.0,2.0,4.0,Negative
Imagine if Rahul will lead the county than whole world will laugh on us....he speaks illogical things,2.0,3.0,2.0,2.0,4.0,Negative
rahul has taken Inidan politics by fire.. strong opposition is what we need. jai hind.,3.0,4.0,3.0,3.0,2.0,Negative
you are  drowning the  fish,2.0,2.0,1.0,2.0,3.0,Negative
First thing is Rahul let know his  family background. Whom they are.  Who are the family members religion's. May be he forgotten.,2.0,3.0,2.0,3.0,2.0,Negative
It's really shameful rahul gandi never speaks about violence against hindus in Bengal kashmir kerala and karnataka but mocks hindus as violent then simply turn tables by saying talking about bjp rss not hindus,3.0,2.0,4.0,2.0,4.0,Negative
This is dangerous just see how modi  trying to twist rahul wordings and provoking the innocent public through religion,2.0,2.0,3.0,2.0,4.0,Negative
Our modiji is having a hard time,2.0,3.0,3.0,4.0,5.0,Negative
Very bad on rahul Gandhi's part that being at such political background he should not speak against a religion. One should not speak anything on anybody's religious beliefs,3.0,4.0,3.0,5.0,2.0,Negative
The speaker threw down the book in anger. That was wrong.,3.0,2.0,3.0,2.0,4.0,Negative
"Look who's talking about shiva

He the only man who always neglected and make jokes on Hindu's faith and religion",2.0,2.0,3.0,2.0,4.0,Negative
Rahul Gandhi is not good  why he sell god also in parliament.... Don't include god in the politics... Okkk...God not tell you have to politics...,2.0,2.0,2.0,2.0,3.0,Negative
Who else thinks that Om Birla is so annoying,3.0,2.0,4.0,2.0,3.0,Negative
"Modi is a fraud, he's nothing to do with the spirit of Hindu religion. He's just a cheap scammer in the name of politics.",2.0,2.0,3.0,1.0,4.0,Negative
"As usual rahul spoke at length, just useless words.",2.0,2.0,3.0,2.0,3.0,Negative
Rahul gandhi along with his family should be thrown out of this country. He has no brains. He is only here to create chaos.,1.0,1.0,3.0,1.0,5.0,Negative
"Rahul Bhai not good politician,",3.0,2.0,3.0,2.0,3.0,Negative
"Modiji this time also tried to divert the topic towards Hindus, but miserably failed",3.0,3.0,3.0,2.0,3.0,Negative
"Indian express, the leftist news paper. Pappu gandhi full of lies, arrogance. Fit to be in a mental asylum. Joker",2.0,2.0,4.0,1.0,5.0,Negative
Modi is not able to defend himself.. he always play a  blame game. He don't have guts.,2.0,2.0,3.0,2.0,4.0,Negative
Bjp totally using hindu community for votes but it's not hindu party they are playing very well to win elections,2.0,3.0,4.0,2.0,3.0,Negative
Nitish n Naidu are watching  n regret that they are on the wrong side,3.0,2.0,2.0,2.0,3.0,Negative
What an idiot,2.0,2.0,4.0,2.0,4.0,Negative
This idiot knows nothing about religion.,3.0,3.0,4.0,2.0,4.0,Negative
I am not comfortable with this speech of Rahul Gandhi on shiv. He is crossing the line.,3.0,4.0,3.0,4.0,4.0,Negative
"Modi God... Rest in peace... You broke the country, decide the country , you play religion... Shame on you  Gujarathee",2.0,1.0,3.0,1.0,4.0,Negative
Pappu as usual can't talk with facts and trying to potray as if he is very intellectual enough to ask questions to the opposition. We need someother representative from Congress. His stupidity is at max.,2.0,2.0,3.0,1.0,4.0,Negative
"The game has started.  Even in power, people are sweating.",3.0,4.0,5.0,3.0,4.0,Negative
Uffff...damn. You can be Hindu and still not support BJP. BJP is just a party that uses hindu for its benefit. Btw never liked Om Birla.,2.0,3.0,2.0,3.0,4.0,Negative
"People from past 10 years, never wanted to be in power and thrown out.",2.0,3.0,2.0,3.0,3.0,Negative
"Lop trying to divide the country trying to ignite divide and rule of tbe British between Hindus, Muslims and other religions. Brothers and sisters of all religions please beware of tbe sinister act and outright reject it and protect this great nation.",2.0,5.0,3.0,4.0,2.0,Negative
"So hindu fighting for their rights is violence hindus condemning death of cow is violence 
Muslims destroying temples is peace loving muslims killing cows are peace lovers",2.0,2.0,3.0,1.0,4.0,Negative
"Tell something about west bangal also , we are suffering here.
Mamta always prefers Muslims more than anyone else 
Here we are facing the Dictatorship 
Pleaee say something about this also",2.0,2.0,3.0,2.0,4.0,Negative
"Modi has no guts to answer Rahul as usual he speak lie on Rahuls state ment. 
Lielama is always lielama.",2.0,2.0,3.0,1.0,4.0,Negative
First time the three Musketeers r dumb stuck.,2.0,2.0,3.0,2.0,3.0,Negative
These followers of Lord Shiva was butchered in Kashmir where was the preachers.,1.0,2.0,2.0,1.0,3.0,Negative
Proper discussion and developmental debate has left the parliament. It's just a stand up comedy of blame game.,2.0,3.0,4.0,2.0,4.0,Negative
Rahul Gandhi always beating around the bush.,2.0,2.0,3.0,2.0,3.0,Negative
"Rahul is such a coward 
He never speaks against statement of owasi but terms modi as voilent 
What a joker yaar 
And all congress andhbhakts support him",2.0,2.0,3.0,1.0,4.0,Negative
"Modi deliberately joined whole hindus in his sentence and deviated the whole point. ""Pura Hindu Samaj"" he said when Rahul Gandhi was clearly opposing BJP alone.",3.0,2.0,4.0,2.0,3.0,Negative
Pappu didn't respect anyone,2.0,2.0,2.0,1.0,4.0,Negative
Modi ji has a power of meditation...a person from the ITALIYA gotra won't understand...stop uttering you fool,2.0,3.0,3.0,1.0,4.0,Negative
I Don't understand what he wants to speak.,2.0,3.0,2.0,4.0,2.0,Negative
"Mc Raga, Snake is kundalini shakti... You know fucking nothing.... Someone please stop him and sue him for faking on hindu gods... Hindu united",1.0,1.0,3.0,1.0,5.0,Negative
"The most croupt party of the era Telecom scam, want to save their ground so blaming ruling government",2.0,3.0,2.0,2.0,4.0,Negative
PM Modi was wrong there when he directed RG's statement to entire Hindu people when it was for BJP...RG made few mistakes while delivering speech which was corrected by Shah and Rajnath which is acceptable considering there was no LoP in 10 years I saw whole speech live... But Modi was wrong there,3.0,4.0,3.0,4.0,2.0,Negative
So many haters of modi ji here. Anti national channel. Going to unsubscribe it.,2.0,2.0,3.0,2.0,4.0,Negative
Rahul is on fire.,3.0,4.0,5.0,4.0,2.0,Negative
Congress Party who suppressed everyone and still has the mentality of suppression teaching others.,2.0,2.0,2.0,1.0,4.0,Negative
Om Birla behaves in a rude manner. He is not a good speaker at all.,2.0,2.0,3.0,2.0,3.0,Negative
He said Hindu means himsha himsha and insulted loard Shiva and religion Hindu,2.0,2.0,3.0,1.0,4.0,Negative
How Nonsense arrogant and disgusting man this Raul vinci,2.0,2.0,4.0,1.0,4.0,Negative
Worst fellow Rahul khan Gandhi.,2.0,3.0,2.0,2.0,4.0,Negative
The power of modi is declining just because he is really blind to a word called SECULARISM.,3.0,4.0,3.0,2.0,4.0,Negative
Pappu hates Hindus and it is expected since he is Muslim by blood and Christian by thoughts.,2.0,2.0,3.0,1.0,4.0,Negative
BJP feeling heat. Modi became Maun-modi . bhakts left scratching their heads.,2.0,3.0,3.0,2.0,4.0,Negative
To speak bad words about the prime minister of our country who has been elected by citizens of India is not good. Be respectful.,2.0,5.0,3.0,5.0,2.0,Negative
Now some chapri will cut and make reel and will make Rahul looks bad.,2.0,3.0,3.0,2.0,4.0,Negative
"Rahul Gandhi is a big time dramebaaz, simply wasting time",2.0,2.0,2.0,1.0,3.0,Negative
"But Godi media is showing that RG disrespected Hindus.

Again congress will lose votes",2.0,4.0,3.0,3.0,2.0,Negative
"How dare he says wrong about Hindus.... 
If congress supports secularism then how is this correct.... absolutely wrong...",2.0,4.0,3.0,2.0,4.0,Negative
Rip khangress sorry to all hindus for voting for anti hindu khangress  never vote khangress,2.0,2.0,3.0,2.0,4.0,Negative
Rahul sir explain well education most important to everyone it's best example evry  india . Educated pm ku lavo indians desh hal bhot bura hai. Pm badlo desh bachavo.,2.0,5.0,3.0,3.0,4.0,Negative
Now watsaap university will be filled with misinformation to distract hindus with core issues.,2.0,2.0,2.0,2.0,3.0,Negative
Constitution itself very controversial mejority justified.,3.0,5.0,3.0,3.0,4.0,Negative
Bjp has lost just becoz of oversmartness of amit shah,2.0,3.0,4.0,2.0,3.0,Negative
The party who never done anything good for hindus.... Who always done bad things for hindus.... Now lecturing others of Hinduism.... Really Politics can do anything.,2.0,2.0,4.0,1.0,4.0,Negative
Rahul Gandhi is literally smashing Modi. Modi and BJP don't represent all hindus and owaisi don't represent all Muslims of india.,3.0,4.0,3.0,4.0,2.0,Negative
What are they doing instead of working for the development of the country they are quarrel about religious what type of politics are they,2.0,3.0,2.0,1.0,3.0,Negative
"For those hindus who believe in secularism ,modi is hated because he is hindu.

We don't have global support as religion.",2.0,3.0,3.0,2.0,4.0,Negative
Real fool of indian politics,3.0,2.0,3.0,2.0,4.0,Negative
it was Rahul gandhis remarks on bjp and how they are exploiting hinduism. his remarks were not on hinduism but indian express wants to make it look like he made some negative comments against hinduism,3.0,4.0,3.0,4.0,2.0,Negative
Shame on Rahul gandhi for Insulting Hindus,2.0,4.0,3.0,1.0,3.0,Negative
How irritated om birla is as he cannot just dictate rahul to stop and sit down,3.0,3.0,4.0,3.0,4.0,Negative
Shame on rahul gandhi for anti hindu remarks,2.0,3.0,3.0,2.0,3.0,Negative
Crocodile tears again,2.0,2.0,3.0,2.0,3.0,Negative
Thats a real Opposition.. Modi ji taken for a ride bcz of his own fucked up statements,2.0,3.0,4.0,2.0,4.0,Negative
Don't understand what's the debate is for,2.0,3.0,2.0,4.0,2.0,Negative
See the face of mr. Narendra Modi it says wht he is actually. How he has been doing dirty politics since years.,2.0,2.0,4.0,1.0,4.0,Negative
He is wasting time by preaching. He is not raising the correct point only muscle power.,3.0,2.0,2.0,2.0,3.0,Negative
This shows how anti this fellow on hindus stupid congress fellow,2.0,2.0,3.0,1.0,4.0,Negative
"illiterate rahul gandhi. accept the truth that islam is foreign religion, formed and spread through violence. you are too scared by maulanas.",1.0,1.0,3.0,1.0,4.0,Negative
Stupid person playing politics with god,2.0,2.0,3.0,1.0,4.0,Negative
Rahul Gandhi is an idiot what he is saying in term of snake,2.0,2.0,3.0,1.0,4.0,Negative
"Khangress, A curse to INDIA",2.0,1.0,4.0,1.0,4.0,Negative
If a country requires a strong opposition then they also must show true facts and figures you can't blindly trust on What the leaders of opposition say .As today in the session of lok sabha Rahul Gandhi only potraited the wrong facts,3.0,4.0,3.0,2.0,3.0,Negative
"You are expanding your horizon of being ignorant Mr Rahul. Please have some review yourself, be mature. While interpretation you have the right to do, but it should be in a level of acceptable. should not look like you are making fun on Hindu gods.",3.0,4.0,3.0,2.0,3.0,Negative
Unfit to be a opposition leader.,2.0,3.0,2.0,2.0,4.0,Negative
Pappu rahul You are real poisonous snake for our country,1.0,1.0,4.0,1.0,4.0,Negative
"Narendra Modi is a manipulator. Mr. Modi knows what Rahul means, but Mr. Modi is trying to mislead people.",3.0,2.0,3.0,2.0,3.0,Negative
BJP IS NOT HINDU...... IT'S A GANG OF CRIMINALS WHO THRIVE ON VIOLENCE AND LIE,1.0,1.0,5.0,1.0,4.0,Negative
opposition is wasting time by not bringing issues,2.0,4.0,3.0,2.0,2.0,Negative
Rest is all ok but deliberately annoying speaker by showing pics which speaker says is against the rules is unexpected...,3.0,3.0,3.0,4.0,2.0,Negative
A manufacturing defect person speaking about Hinduism..A person whose religion is not identified..all bullshit.The entire Opposition are bullshit..,2.0,2.0,3.0,1.0,4.0,Negative
"Congress speaking of Ahimsa. The party that butchered sikhs and that which is justified by his father, talking of Ahimsa.",2.0,2.0,2.0,1.0,4.0,Negative
Such stupid politicians.,2.0,3.0,4.0,2.0,4.0,Negative
"How foolish are Hindus are who voted for Congress, DMK and TMC parties. Sad and unfortunate.",2.0,2.0,4.0,2.0,4.0,Negative
His speech just makes me laugh of how pathetic actor and liar one can be.,2.0,2.0,4.0,2.0,3.0,Negative
Rahul has insulted Hinduism he is paid puppet,2.0,2.0,3.0,1.0,4.0,Negative
The most stupid person and dangeours person in India is rahul gandhi . He can burn India just to fullfill his aim ..,1.0,1.0,1.0,1.0,5.0,Negative
Congratulations on becoming leader of opposition and explaining the way u like. Man I missed ur jokes.,3.0,4.0,4.0,5.0,2.0,Negative
"Even basmasura is also has showing his open palm hand to all , but it doesn't' mean he is a good person
people uses good for their selfishness just like rahul gandhi showing photos or quotes of all religions",3.0,2.0,4.0,2.0,3.0,Negative
Why speaker is more tense than the ruling party,3.0,4.0,2.0,3.0,4.0,Negative
This idiotic pappu is just joker .. new drama started oh my god save him and our parliament,2.0,2.0,3.0,1.0,4.0,Negative
Spewing venom and polarizing  voters is the only identity of all politicians.,2.0,2.0,4.0,2.0,4.0,Negative
Now you all have to suffer for five years to this idiot.,2.0,2.0,3.0,2.0,4.0,Negative
Majority Hindus are clear now. Modi can no longer make us fools in the name of religion. Majority Hindus made Modi govt a Minority now.,3.0,3.0,4.0,2.0,3.0,Negative
"To people supporting that guy calling Hindus violent, those people hate Hindus.",2.0,3.0,4.0,2.0,4.0,Negative
Modi is a total waste.,2.0,3.0,2.0,2.0,3.0,Negative
Very irresponsible person is Rahul gandhi,3.0,2.0,3.0,2.0,3.0,Negative
"Chaos isn't a pit. Chaos is a ladder. Many who try to climb it fail and never get to try again. The fall breaks them.
Game of thrones thoughts about ""Ladder"".
This is the Rahul Gandhi thoughts about ""Shivaji""",2.0,3.0,4.0,2.0,3.0,Negative
pappu is mentally disturbed by Hinduism I think so. Italian pappu. this cong leader is going to be a big problem for india's growth and Development,2.0,3.0,2.0,1.0,5.0,Negative
"This very sad 
I really acknowledge, Rahul Gandhi  he should have talked about real problem 
He is doing same as what BJP is doing",2.0,3.0,2.0,2.0,4.0,Negative
Tell what you want,3.0,2.0,2.0,3.0,2.0,Negative
Giving lecture in front of befflows,3.0,2.0,4.0,3.0,2.0,Negative
Some bigger pappu might have told this pappu that shiv bhakt and Vishnu bhakts fights.... that's why he always talk about lord shiva. He doesn't know Hindus worship every Hindu god and even other religion gods.,2.0,3.0,3.0,3.0,2.0,Negative
"7.30 onwards the way he holds the image utter disrespect, your actions will always be louder than words",2.0,3.0,3.0,2.0,4.0,Negative
Look Indian parliament like are fool.,2.0,2.0,3.0,2.0,4.0,Negative
Modi means only Adani and Ambani,1.0,1.0,3.0,1.0,3.0,Negative
Modi ji is a god for Hindu's....I appreciate the Hind community at this time....,2.0,4.0,5.0,4.0,3.0,Negative
Pappu is Pure christian... that's why he insult hindu gods every time,2.0,2.0,3.0,1.0,3.0,Negative
Parliament  hai ya theocratic debate,2.0,3.0,3.0,4.0,2.0,Negative
Satta paksh chillata hai to speaker mahoday chup ho jate hain..darte hain ye bhi,3.0,2.0,4.0,3.0,4.0,Negative
"Yet he is collaborating with people who want to destroy hindu dhram 
Congress supporters pure brainrot",3.0,2.0,3.0,1.0,4.0,Negative
Do Rahul Gandhi have the guds to show Qur'an in the parliament I guess no because he knows the outcome...,2.0,2.0,3.0,2.0,4.0,Negative
"How jealous is this man , never speaks truth",2.0,3.0,2.0,2.0,4.0,Negative
once a pappu always a pappu.,2.0,2.0,3.0,1.0,4.0,Negative
Wrong Narrative All Citizen's of Mai Bharti Should Boycott Congress Party at All Levels,2.0,4.0,4.0,3.0,2.0,Negative
"Rahul should leave political and join some oranisation ,
That is not Abhay mudra , that is stopiing some from doing the right thing whicg congress party alwys done",2.0,3.0,2.0,2.0,4.0,Negative
"Looking at Rahul Gandhi presentation on shivjee, my respect increased  more, and more for my hindu friends",3.0,4.0,3.0,5.0,2.0,Negative
"Muslim grandfather, Christian mother",3.0,4.0,3.0,4.0,2.0,Negative
"Now Rahul ji acts like mature politician, opposition should be strong for democratic country.. other wise ruling party becomes dictator",3.0,4.0,3.0,4.0,2.0,Negative
Wow Rahul hats off,2.0,2.0,3.0,5.0,1.0,Negative
What nautangki is he doing in parliament,2.0,3.0,2.0,3.0,2.0,Negative
Right BJP or Modi ji is not whole Hindusiam,2.0,3.0,3.0,2.0,4.0,Negative
I feel so hungry for Rahul Gandhi to become the Prime minister of India.,2.0,3.0,4.0,3.0,4.0,Negative
Modi is slowly becoming Biden,3.0,4.0,3.0,4.0,2.0,Negative
God is only one,1.0,5.0,1.0,5.0,1.0,Negative
"Brilliant, happy to see how responsible our parliment is",3.0,5.0,3.0,5.0,1.0,Negative
New version of PK movie withness today.. keep going Rafa jee,2.0,3.0,4.0,4.0,2.0,Negative
"Really, strong opposition is very important for the nation. So no body try to make a dictator.",3.0,4.0,3.0,4.0,2.0,Negative
That idiot is going crazy day by day....,3.0,2.0,3.0,2.0,5.0,Negative
How cong has abuses Hindus n Hinduism in jodo yatra should be discussed,3.0,4.0,3.0,2.0,4.0,Negative
"Rahul Gandhi is the saviour of Indian democracy,modi is a cancer to Indians democracy",2.0,2.0,4.0,2.0,4.0,Negative
